微博正文,发布时间,ip
【#红海局势升级风险陡增#，#英美拟联合打击胡塞武装#】本轮巴以冲突升级以来，美国首次杀死由伊朗支持的也门胡塞武装成员，地区冲突扩大的风险骤然升高。当地时间2023年12月31日，胡塞武装发言人萨雷亚发表声明称，该组织一天前在执行“海上任务”时遭到美军袭击，造成10名成员死亡或失踪。萨雷亚强调美国需要对此负责，胡塞将继续支持巴勒斯坦，同时呼吁其他国家不要参与美国的行动。美国白宫方面对此回应称，美国“不寻求在中东引发更广泛的冲突，不寻求与胡塞武装发生冲突”，但若胡塞武装不停止袭击，美国将继续采取军事行动。一名英国政府消息人士透露，预计英美将对胡塞发布“最后通牒”，停止针对国际商船，否则西方军事力量将采取行动。据央视新闻报道，英美于12月31日晚进行了关于联合声明的谈判，目的是再让至少两个其他国家也签署该声明。也门扼守着红海南部门户曼德海峡（见下图，Babel-Mandeb）。曼德海峡位于也门和东非国家吉布提之间，最窄处仅20公里宽，是连接红海与阿拉伯海的重要海上通道。胡塞武装目前控制也门25%的土地，包括也门西部、濒临红海东南侧的主要港口城市荷台达。正是对荷台达的控制，让胡塞武装成为能影响曼德海峡安全局势的重要力量。为支援遭遇以色列全面袭击的巴勒斯坦伊斯兰抵抗运动（哈马斯），自去年11月以来，胡塞武装一直以过往红海的船只为袭击目标。过去一个月，胡塞对经过红海的约12艘商船发动了100多次袭击，涉及35个不同的国家。由于众多船舶改道好望角，运输时间延长、成本上升，多家航运巨头已经上调运费。每天有超过1.7万艘船只通过曼德海峡，该通道也是石油运输要道。美国能源信息署数据显示，每天平均有620万桶原油和石油产品经曼德海峡运输。除石油运输外，每年有超过5000万吨农产品也经曼德海峡运输。去年12月，美国宣布组建名为“繁荣卫士”的多国护航联盟予以回应。然而美军是否也会对胡塞武装进行军事打击，成为沙特阿拉伯等红海沿岸国家的关注焦点。多名匿名官员当时在接受采访时透露，拜登政府认为现在不是军事打击胡塞武装的时候，美国无意让巴以冲突扩大成地区战争。今年是美国的大选年，卷入另一场战争对正寻求连任的拜登来说是不利的。此次马士基“杭州号”号货轮在红海曼德海峡、距离也门荷台达西南55海里处时遇袭。当时，胡塞武装分子乘坐4艘快艇试图合围“杭州号”。美军接到求救信号后，艾森豪威尔号和格雷夫利号航母上的直升机出动，与“杭州号”上的安保队联合击退了胡塞武装。美军直升机击沉了三艘胡塞快艇，并造成对方船员全部死亡，第四艘胡塞快艇成功逃脱。美国中央司令部透露，他们还击落了两枚胡塞武装从其控制区发射到红海南部的反舰弹道导弹。1月1日，新加坡海事及港务管理局就新加坡注册的货轮马士基“杭州号”前一天在红海南部海域两次遇袭事件发表声明称，目前没有接到“杭州号”船员受伤的报告，也没有船上起火的报告，该货轮目前正在继续前往埃及塞得港。英国外交大臣卡梅伦表示，鉴于胡塞的袭击“威胁到无辜的生命和全球经济”，且伊朗长期以来对胡塞武装的支持，他已致电伊朗外交部长阿卜杜拉希扬，希望对方帮助阻止胡塞武装在红海发动袭击。（界面新闻）,2024/1/1 19:00,北京
据《以色列时报》报道，以色列一名极右翼部长暗示一些飞行员因“良心问题”拒绝协助地面部队，引发巨大争议。#巴以冲突#,2024/1/6 15:12,山东
观天下·巴以冲突|尬！美国搞“红海护航”应者寥寥O网页链接,2024/1/3 18:59,辽宁
#巴以冲突#-Politico：美国正在为中东的一场大战做准备，▪️“白宫正在为美国制定一项计划，以应对加沙地带日益令人担忧的局势。以色列的特别行动可能会发展成为更广泛、持久的地区冲突，”-Politico写道。特别是，美国军方正在制定一项计划，对也门胡塞武装目标在红海袭击商船进行报复性打击。情报官员透露说包括一项旨在击退伊拉克和叙利亚亲伊朗部队可能对美国发动袭击的计划。华盛顿长期以来一直呼吁德黑兰说服其支持者停止袭击，但没有看到任何迹象表明此类活动有所减少。-Politico称，不断加剧的冲突可能会阻止美国总统乔·拜登赢得连任，因为他当前的外交政策与他就任总统前结束所有战争的誓言并不相符。,2024/1/5 17:06,贵州
【#红海局势升级风险陡增#，#英美拟联合打击胡塞武装#】本轮巴以冲突升级以来，美国首次杀死由伊朗支持的也门胡塞武装成员，地区冲突扩大的风险骤然升高。当地时间2023年12月31日，胡塞武装发言人萨雷亚发表声明称，该组织一天前在执行“海上任务”时遭到美军袭击，造成10名成员死亡或失踪。萨雷亚强调美国需要对此负责，胡塞将继续支持巴勒斯坦，同时呼吁其他国家不要参与美国的行动。美国白宫方面对此回应称，美国“不寻求在中东引发更广泛的冲突，不寻求与胡塞武装发生冲突”，但若胡塞武装不停止袭击，美国将继续采取军事行动。一名英国政府消息人士透露，预计英美将对胡塞发布“最后通牒”，停止针对国际商船，否则西方军事力量将采取行动。据央视新闻报道，英美于12月31日晚进行了关于联合声明的谈判，目的是再让至少两个其他国家也签署该声明。也门扼守着红海南部门户曼德海峡（见下图，Babel-Mandeb）。曼德海峡位于也门和东非国家吉布提之间，最窄处仅20公里宽，是连接红海与阿拉伯海的重要海上通道。胡塞武装目前控制也门25%的土地，包括也门西部、濒临红海东南侧的主要港口城市荷台达。正是对荷台达的控制，让胡塞武装成为能影响曼德海峡安全局势的重要力量。为支援遭遇以色列全面袭击的巴勒斯坦伊斯兰抵抗运动（哈马斯），自去年11月以来，胡塞武装一直以过往红海的船只为袭击目标。过去一个月，胡塞对经过红海的约12艘商船发动了100多次袭击，涉及35个不同的国家。由于众多船舶改道好望角，运输时间延长、成本上升，多家航运巨头已经上调运费。每天有超过1.7万艘船只通过曼德海峡，该通道也是石油运输要道。美国能源信息署数据显示，每天平均有620万桶原油和石油产品经曼德海峡运输。除石油运输外，每年有超过5000万吨农产品也经曼德海峡运输。去年12月，美国宣布组建名为“繁荣卫士”的多国护航联盟予以回应。然而美军是否也会对胡塞武装进行军事打击，成为沙特阿拉伯等红海沿岸国家的关注焦点。多名匿名官员当时在接受采访时透露，拜登政府认为现在不是军事打击胡塞武装的时候，美国无意让巴以冲突扩大成地区战争。今年是美国的大选年，卷入另一场战争对正寻求连任的拜登来说是不利的。此次马士基“杭州号”号货轮在红海曼德海峡、距离也门荷台达西南55海里处时遇袭。当时，胡塞武装分子乘坐4艘快艇试图合围“杭州号”。美军接到求救信号后，艾森豪威尔号和格雷夫利号航母上的直升机出动，与“杭州号”上的安保队联合击退了胡塞武装。美军直升机击沉了三艘胡塞快艇，并造成对方船员全部死亡，第四艘胡塞快艇成功逃脱。美国中央司令部透露，他们还击落了两枚胡塞武装从其控制区发射到红海南部的反舰弹道导弹。1月1日，新加坡海事及港务管理局就新加坡注册的货轮马士基“杭州号”前一天在红海南部海域两次遇袭事件发表声明称，目前没有接到“杭州号”船员受伤的报告，也没有船上起火的报告，该货轮目前正在继续前往埃及塞得港。英国外交大臣卡梅伦表示，鉴于胡塞的袭击“威胁到无辜的生命和全球经济”，且伊朗长期以来对胡塞武装的支持，他已致电伊朗外交部长阿卜杜拉希扬，希望对方帮助阻止胡塞武装在红海发动袭击。（界面新闻）,2024/1/1 18:57,
美国国务卿访问以色列讨论“战后”加沙和约旦河西岸暴力事件这是自加沙战争爆发以来，美国国务卿安东尼·布林肯第6次访问以色列和巴勒斯坦领土。议程上有很多事情需要他讨论。他确实想谈谈以色列人在战后的计划——以色列人称之为“第四阶段”。但是，在他这样做之前，他还需要就减轻战斗和迫使以色列使用更有针对性的方法和开展规模较小的行动进行讨论。这是因为我们在加沙看到的死亡人数很高——已经有超过22000名巴勒斯坦人遇害，而且这个数字每小时都在攀升。他们还将讨论被迫逃离加沙北部的巴勒斯坦人是否能够回到剩余的地方。此时，以色列人一直在说，巴勒斯坦人仍然不能回到那里。他们还将讨论其他事情：以色列是否愿意作出一些让步，以回到谈判桌前并从加沙带回人质？他们要讨论的不仅仅是与战争相关的议程项目。美国国务卿还将谈论被占领的约旦河西岸不断升级的暴力事件。自去年10月7日以来，定居者的袭击不断增加，以色列的军事袭击也造成至少326名巴勒斯坦人死亡。#巴以冲突#,2024/1/6 15:02,辽宁
不知道这两台梅卡瓦4M是否羡慕可以撤出的梅卡瓦3B/C#伊朗总统誓言报复以色列##伊朗爆炸事件死亡人数上升至103人##巴以冲突#,2024/1/4 17:06,北京
加沙一名9岁女孩在难民营帐篷外面玩，被以色列狙击手射断脊柱，毫无人性。#巴以冲突#,2024/1/5 17:05,山东
【美国已做出最终决定，将在未来几个小时内宣布对胡塞武装发动全面战争】#军事##巴以冲突#预计美国、英国和德国将就此次行动发表联合声明。预计艾森豪威尔号航空母舰以及驻扎在红海也门附近的军舰和驱逐舰将参加。（视频来源网络）L兔子军事分享的微博视频,2024/1/1 18:43,广西
#巴以冲突#以色列国防军声称在加沙北部的蓝色海滩度假村下方发现了哈马斯隧道。据报道，在一次突袭中，部队在酒店内发现了多个隧道入口和一批武器。（来源:X原推特）L孤烟暮蝉的微博视频,2024/1/6 14:55,广东
"#巴以冲突##中方回应伊朗恐怖袭击事件#【《华尔街日报》援引消息来源报道：以色列当局已告诉其盟友，他们与伊朗克尔曼市的爆炸事件毫无关系。据其消息来源称，以色列指出，此类爆炸与以色列实施的袭击模式并不相似，正如《华尔街日报》所指出的，以色列的袭击""通常更精确地针对与伊朗安全部队有关的个人或基础设施""。所实话，恐袭发生后，个人认为这与以色列针对伊朗惯用的偷鸡摸狗方式不符。但与过往伊朗反叛组织和长期对伊朗发动恐怖袭击的库尔德武装所惯用的袭击模式高度吻合。",2024/1/4 17:06,贵州
